season,situation,name,team,pos,gp,toi,cf,ca,cf60,ca60,cf_per,tmcf60,tmca60,tmcf_per,oppcf60,oppca60,oppcf_per,cf60reltm,ca60reltm,cf_per_reltm,csh_per,csv_per,cpdo,totfo,nzfo,dzfo,ozfo,igoals,iassists,ipoints,ishot_per,igoals60,iassists60,ipoints60,ipp,igp,iap,gf,ga,gf60,ga60,gf_per,tmgf60,tmga60,tmgf_per,oppgf60,oppga60,oppgf_per,gf60reltm,ga60reltm,gf_per_reltm
2014-2015,5v5,ADAM MCQUAID,Boston,D,63,1009:46:00,869,881,51.6,52.3,49.7,56.1,52.9,51.5,53.7,54.3,49.7,-4.44,-0.55,-1.8,3,96.4,99.4,1055,380,339,336,1,5,6,1.8,0.06,0.3,0.36,23.1,3.9,19.2,26,32,1.55,1.9,44.8,2.27,2.03,52.7,2.2,2.24,49.6,-0.72,-0.13,-7.9
2014-2015,5v5,JAYSON MEGNA,Pittsburgh,F(C),12,125:09:00,95,114,45.5,54.7,45.5,54.2,50.4,51.8,52.9,54,49.5,-8.63,4.29,-6.4,2.1,96.5,98.6,107,37,44,26,0,1,1,0,0,0.48,0.48,50,0,50,2,4,0.96,1.92,33.3,2.25,1.98,53.2,2.09,2.2,48.6,-1.29,-0.06,-19.9
2014-2015,5v5,JON MERRILL,New Jersey,D,66,1110:40:00,763,916,41.2,49.5,45.4,47.7,51,48.4,54.5,54.9,49.8,-6.52,-1.52,-2.9,3.7,95.7,99.4,980,364,324,292,0,9,9,0,0,0.49,0.49,32.1,0,32.1,28,39,1.51,2.11,41.8,1.93,1.79,51.8,2.2,2.25,49.5,-0.42,0.31,-10
2014-2015,5v5,ANDREJ MESZAROS,Buffalo,D,60,896:57:00,648,1034,43.3,69.2,38.5,40.5,66,38,54.1,54.2,50,2.82,3.17,0.5,4.9,96,101,795,262,280,253,6,6,12,13.6,0.4,0.4,0.8,37.5,18.8,18.8,32,41,2.14,2.74,43.8,1.5,2.57,36.9,2.21,2.22,49.9,0.64,0.18,6.9
2014-2015,5v5,MARC METHOT,Ottawa,D,45,870:48:00,872,730,60.1,50.3,54.4,56,56.6,49.7,54.4,55.2,49.6,4.07,-6.31,4.7,4.6,97,101.6,957,354,265,338,1,9,10,2.4,0.07,0.62,0.69,25,2.5,22.5,40,22,2.76,1.52,64.5,2.4,2.53,48.8,2.19,2.27,49.2,0.35,-1.01,15.8
2014-2015,5v5,MILAN MICHALEK,Ottawa,F(LW),66,801:26:00,724,743,54.2,55.6,49.4,55.8,55.1,50.3,54.1,54.5,49.8,-1.6,0.56,-1,4.1,95.7,99.8,757,287,249,221,7,14,21,7.6,0.52,1.05,1.57,70,23.3,46.7,30,32,2.25,2.4,48.4,2.31,2.23,51,2.21,2.24,49.7,-0.07,0.17,-2.6
2014-2015,5v5,ZBYNEK MICHALEK,St. Louis,D,68,1148:26:00,1042,969,54.4,50.6,51.8,55.6,56.9,49.5,55.6,54.7,50.4,-1.19,-6.23,2.4,3.7,95.1,98.9,1216,476,419,321,3,6,9,3.9,0.16,0.31,0.47,23.1,7.7,15.4,39,47,2.04,2.46,45.4,1.77,2.43,42.1,2.33,2.31,50.2,0.27,0.02,3.2
2014-2015,5v5,ANDREW MILLER,Edmonton,F(C),9,122:08:00,114,133,56,65.3,46.2,53.3,56.8,48.4,52.3,56.3,48.2,2.68,8.57,-2.3,2.6,94,96.6,118,52,38,28,0,3,3,0,0,1.47,1.47,100,0,100,3,8,1.47,3.93,27.3,2.06,2.84,42.1,2.26,2.24,50.1,-0.59,1.09,-14.8
2014-2015,5v5,DREW MILLER,Detroit,F(LW),82,816:25:00,534,708,39.2,52,43,53.6,46.5,53.5,53.9,54.7,49.6,-14.32,5.52,-10.5,3.6,96.3,99.9,728,295,278,155,4,7,11,4.4,0.29,0.51,0.81,57.9,21.1,36.8,19,26,1.4,1.91,42.2,2.23,1.81,55.2,2.18,2.24,49.3,-0.84,0.1,-13
2014-2015,5v5,J.T. MILLER,NY Rangers,F(C),58,674:13:00,653,631,58.1,56.2,50.9,53.6,55.4,49.2,54.4,54.4,50,4.56,0.76,1.7,4.7,96.2,100.9,618,237,184,197,8,9,17,9.6,0.71,0.8,1.51,54.8,25.8,29,31,24,2.76,2.14,56.4,2.57,2.01,56.2,2.2,2.25,49.4,0.19,0.13,0.2
2014-2015,5v5,KEVAN MILLER,Boston,D,41,612:33:00,522,534,51.1,52.3,49.4,56,52.9,51.4,54.7,54.3,50.2,-4.88,-0.56,-2,4.8,97.9,102.7,587,217,178,192,2,5,7,5.7,0.2,0.49,0.69,28,8,20,25,11,2.45,1.08,69.4,2.07,2.19,48.6,2.26,2.2,50.6,0.38,-1.11,20.8
2014-2015,5v5,JOHN MITCHELL,Colorado,F(C),68,905:36:00,701,955,46.4,63.3,42.3,46.9,63,42.7,55.1,53.8,50.6,-0.48,0.32,-0.4,4.7,95.7,100.4,858,275,328,255,7,13,20,8.5,0.46,0.86,1.33,60.6,21.2,39.4,33,41,2.19,2.72,44.6,2.33,2.43,49,2.26,2.22,50.4,-0.15,0.28,-4.4
2014-2015,5v5,TORREY MITCHELL,Montreal,F(C),65,757:08:00,515,796,40.8,63.1,39.3,43,66.6,39.2,54.9,53.3,50.7,-2.22,-3.54,0,4.5,96.6,101.1,849,264,368,217,6,8,14,12.5,0.48,0.63,1.11,60.9,26.1,34.8,23,27,1.82,2.14,46,1.77,2.52,41.2,2.29,2.18,51.2,0.05,-0.38,4.8
2014-2015,5v5,WILLIE MITCHELL,Florida,D,66,1121:00:00,1020,1006,54.6,53.8,50.4,52.8,50.4,51.2,53.9,54.7,49.6,1.78,3.48,-0.8,4.3,95.8,100.1,1204,461,436,307,3,4,7,4.1,0.16,0.21,0.37,15.9,6.8,9.1,44,42,2.36,2.25,51.2,2.12,2.17,49.4,2.21,2.25,49.6,0.23,0.07,1.7
2014-2015,5v5,TRAVIS MOEN,Dallas,F(LW),44,378:11:00,284,361,45.1,57.3,44,59.3,56.7,51.1,54.5,54.2,50.1,-14.2,0.54,-7.1,4.9,95.8,100.8,351,137,130,84,2,6,8,6.1,0.32,0.95,1.27,57.1,14.3,42.9,14,15,2.22,2.38,48.3,2.38,2.35,50.3,2.21,2.18,50.4,-0.15,0.03,-2
2014-2015,5v5,SEAN MONAHAN,Calgary,F(C),81,1180:12:00,1053,1256,53.5,63.9,45.6,49.6,61.3,44.7,55.3,54.3,50.5,3.95,2.54,0.9,4.1,96.7,100.7,1378,439,501,438,15,17,32,11.7,0.76,0.86,1.63,74.4,34.9,39.5,43,42,2.19,2.14,50.6,2.48,2.38,51,2.27,2.28,50,-0.3,-0.25,-0.4
2014-2015,5v5,DOMINIC MOORE,NY Rangers,F(C),82,921:21:00,758,849,49.4,55.3,47.2,54.2,56.3,49.1,53.7,54.3,49.7,-4.87,-0.98,-1.9,3.8,96.1,99.9,853,300,400,153,7,12,19,6.9,0.46,0.78,1.24,65.5,24.1,41.4,29,33,1.89,2.15,46.8,2.49,2.17,53.5,2.16,2.21,49.5,-0.61,-0.02,-6.7
2014-2015,5v5,JOHN MOORE,Arizona,D,57,797:58:00,752,725,56.5,54.5,50.9,54,56.9,48.7,53.3,54.8,49.3,2.58,-2.38,2.2,3.7,96.4,100.1,703,255,187,261,2,5,7,3.4,0.15,0.38,0.53,25,7.1,17.9,28,26,2.11,1.96,51.9,2.28,2.24,50.4,2.15,2.24,48.9,-0.17,-0.28,1.4
2014-2015,5v5,JEREMY MORIN,Columbus,F(LW),43,426:06:00,396,348,55.8,49,53.2,52.7,54.5,49.2,54.5,55,49.8,3.06,-5.51,4.1,3.5,96,99.5,395,126,127,142,2,4,6,2.9,0.28,0.56,0.84,42.9,14.3,28.6,14,14,1.97,1.97,50,2.28,2.34,49.3,2.24,2.2,50.5,-0.31,-0.37,0.7
2014-2015,5v5,TRAVIS MORIN,Dallas,F(C),6,63:37:00,77,44,72.6,41.5,63.6,60.4,57.2,51.4,49.7,57.9,46.2,12.24,-15.66,12.3,1.3,100,101.3,62,21,14,27,0,0,0,0,0,0,0,0,0,0,1,0,0.94,0,100,2.52,2.68,48.5,2.13,2.36,47.4,-1.58,-2.68,51.5
2014-2015,5v5,BRENDEN MORROW,Tampa Bay,F(LW),70,630:54:00,512,470,48.7,44.7,52.1,53.5,51.7,50.9,52.8,54.8,49.1,-4.82,-6.99,1.3,3.5,96,99.5,524,232,168,124,3,5,8,10.7,0.29,0.48,0.76,44.4,16.7,27.8,18,19,1.71,1.81,48.7,2.56,2.23,53.5,2.09,2.22,48.5,-0.85,-0.42,-4.9
2014-2015,5v5,JOE MORROW,Boston,D,15,231:27:00,202,200,52.4,51.8,50.3,54.2,52.3,50.9,52.3,55,48.7,-1.85,-0.49,-0.6,3,98.5,101.5,211,83,64,64,1,0,1,5,0.26,0,0.26,16.7,16.7,0,6,3,1.56,0.78,66.7,2.01,2.18,48,2.05,2.26,47.6,-0.46,-1.4,18.7
2014-2015,5v5,DAVID MOSS,Arizona,F(RW),60,649:27:00,611,623,56.4,57.6,49.5,54.9,58,48.7,54.7,54.3,50.2,1.53,-0.41,0.9,1.8,96,97.8,665,248,249,168,3,4,7,3.7,0.28,0.37,0.65,63.6,27.3,36.4,11,25,1.02,2.31,30.6,1.68,2.65,38.8,2.28,2.25,50.3,-0.66,-0.34,-8.2
2014-2015,5v5,KAEL MOUILLIERAT,NY Islanders,F(LW),6,51:15:00,41,52,48,60.9,44.1,59.3,54.6,52.1,54.7,56.5,49.2,-11.26,6.32,-8,4.9,92.3,97.2,37,17,9,11,1,1,2,100,1.17,1.17,2.34,100,50,50,2,4,2.34,4.68,33.3,2.41,2.43,49.8,2.08,2.42,46.2,-0.07,2.25,-16.5
2014-2015,5v5,MATT MOULSON,Buffalo,F(LW),77,1079:14:00,798,1192,44.4,66.3,40.1,39.4,68.2,36.6,54.8,53.8,50.5,5,-1.88,3.5,4.9,96.5,101.4,1050,361,382,307,10,19,29,9,0.56,1.06,1.61,74.4,25.6,48.7,39,42,2.17,2.34,48.2,1.4,2.64,34.7,2.28,2.21,50.8,0.77,-0.3,13.4
2014-2015,5v5,CHRIS MUELLER,NY Rangers,F(C),7,58:39:00,50,55,51.2,56.3,47.6,54.1,54.4,49.9,52.5,52.5,50,-2.96,1.86,-2.2,4,94.5,98.5,48,24,15,9,0,0,0,0,0,0,0,0,0,0,2,3,2.05,3.07,40,2.32,2.33,49.9,2.02,2.07,49.4,-0.28,0.74,-9.9
2014-2015,5v5,MIRCO MUELLER,San Jose,D,39,590:35:00,562,558,57.1,56.7,50.2,60.5,56.2,51.9,54.1,55.1,49.5,-3.44,0.53,-1.7,3,95.2,98.2,641,201,222,218,1,3,4,3.7,0.1,0.3,0.41,23.5,5.9,17.7,17,27,1.73,2.74,38.6,2.13,2.31,48,2.2,2.28,49.1,-0.4,0.43,-9.3
2014-2015,5v5,CONNOR MURPHY,Arizona,D,73,1060:14:00,871,1061,49.3,60,45.1,56.7,58.1,49.4,54.1,55,49.6,-7.42,1.99,-4.3,3.1,95.3,98.4,942,330,297,315,4,3,7,6.1,0.23,0.17,0.4,25.9,14.8,11.1,27,50,1.53,2.83,35.1,1.62,2.55,38.9,2.23,2.26,49.6,-0.09,0.28,-3.8
2014-2015,5v5,RYAN MURPHY,Carolina,D,37,552:44:00,501,485,54.4,52.6,50.8,56.5,51.9,52.1,52.7,54.6,49.1,-2.14,0.74,-1.3,3.4,95.1,98.4,514,206,122,186,1,7,8,2.3,0.11,0.76,0.87,47.1,5.9,41.2,17,24,1.85,2.61,41.5,1.78,2.4,42.6,2.16,2.16,50,0.07,0.2,-1.1
2014-2015,5v5,RYAN MURRAY,Columbus,D,12,186:24:00,154,156,49.6,50.2,49.7,50.2,55.8,47.3,52.5,55.5,48.6,-0.58,-5.63,2.4,4.5,95.5,100.1,196,67,68,61,0,1,1,0,0,0.32,0.32,14.3,0,14.3,7,7,2.25,2.25,50,2.24,2.65,45.8,2,2.42,45.3,0.02,-0.4,4.2
2014-2015,5v5,DAVID MUSIL,Edmonton,D,4,71:20:00,72,85,60.6,71.5,45.9,53.2,56.9,48.3,56.2,54.8,50.6,7.37,14.64,-2.5,4.2,94.1,98.3,58,18,21,19,0,1,1,0,0,0.84,0.84,33.3,0,33.3,3,5,2.52,4.21,37.5,1.88,2.63,41.7,2.24,2.23,50.1,0.64,1.58,-4.2
2014-2015,5v5,JAKE MUZZIN,Los Angeles,D,76,1373:59:00,1434,1031,62.6,45,58.2,58,49.3,54.1,54.6,55,49.8,4.6,-4.26,4.1,3.4,95.4,98.9,1419,523,385,511,6,19,25,5.3,0.26,0.83,1.09,51,12.2,38.8,49,47,2.14,2.05,51,2.49,1.83,57.6,2.26,2.27,49.9,-0.35,0.22,-6.6
2014-2015,5v5,TYLER MYERS,Winnipeg,D,71,1260:06:00,847,1338,40.3,63.7,38.8,45.3,61.1,42.6,55.5,53.7,50.8,-4.97,2.56,-3.8,5.3,96.3,101.7,1326,460,514,352,5,12,17,6.7,0.24,0.57,0.81,37.8,11.1,26.7,45,49,2.14,2.33,47.9,1.72,2.51,40.7,2.33,2.21,51.3,0.42,-0.18,7.2
2014-2015,5v5,VLADISLAV NAMESTNIKOV,Tampa Bay,F(C),43,453:59:00,363,376,48,49.7,49.1,56.4,50.2,52.9,54,54.4,49.8,-8.42,-0.48,-3.8,5,95.7,100.7,384,151,110,123,8,6,14,19.5,1.06,0.79,1.85,77.8,44.4,33.3,18,16,2.38,2.12,52.9,2.67,2.13,55.7,2.18,2.21,49.7,-0.29,-0.01,-2.7
2014-2015,5v5,RICK NASH,NY Rangers,F(LW),79,1004:20:00,964,944,57.6,56.4,50.5,54.6,54.5,50,55.2,54.1,50.5,2.99,1.85,0.5,6.1,96.3,102.4,1125,401,331,393,29,19,48,12.8,1.73,1.14,2.87,81.4,49.2,32.2,59,35,3.53,2.09,62.8,2.62,2.22,54.1,2.26,2.23,50.4,0.91,-0.13,8.7
2014-2015,5v5,RILEY NASH,Carolina,F(C),68,824:52:00,773,693,56.2,50.4,52.7,57.5,52.1,52.5,54,54.4,49.8,-1.3,-1.73,0.3,3.2,95.4,98.6,805,272,250,283,7,11,18,9.5,0.51,0.8,1.31,72,28,44,25,32,1.82,2.33,43.9,1.9,2.43,43.8,2.24,2.19,50.6,-0.08,-0.1,0
2014-2015,5v5,JAMES NEAL,Nashville,F(LW),67,944:01:00,1076,812,68.4,51.6,57,58.6,53.3,52.4,54.7,54.5,50.1,9.83,-1.69,4.6,4.7,95.9,100.7,960,299,228,433,15,13,28,9,0.95,0.83,1.78,54.9,29.4,25.5,51,33,3.24,2.1,60.7,2.57,1.95,56.9,2.26,2.23,50.3,0.67,0.15,3.8
2014-2015,5v5,CHRIS NEIL,Ottawa,F(RW),38,360:01:00,270,327,45,54.5,45.2,54.8,55.1,49.8,53.7,53.7,50,-9.78,-0.63,-4.6,3.7,97.9,101.6,363,138,127,98,1,3,4,5,0.17,0.5,0.67,40,10,30,10,7,1.67,1.17,58.8,2.05,2.33,46.9,2.21,2.24,49.7,-0.39,-1.16,12
2014-2015,5v5,BROCK NELSON,NY Islanders,F(C),82,936:35:00,974,860,62.4,55.1,53.1,61.7,56.1,52.4,54,54.2,49.9,0.69,-0.99,0.7,4.3,96.2,100.5,832,293,306,233,10,14,24,8,0.64,0.9,1.54,57.1,23.8,33.3,42,33,2.69,2.11,56,2.63,2.48,51.5,2.21,2.21,50,0.06,-0.36,4.5
2014-2015,5v5,PATRIK NEMETH,Dallas,D,22,314:57:00,324,283,61.7,53.9,53.4,61.3,56.8,51.9,54.3,54.4,49.9,0.42,-2.9,1.5,3.1,95.8,98.8,291,108,76,107,0,3,3,0,0,0.57,0.57,30,0,30,10,12,1.91,2.29,45.5,2.71,2.63,50.8,2.22,2.23,49.8,-0.8,-0.34,-5.3
2014-2015,5v5,NIKITA NESTEROV,Tampa Bay,D,27,393:21:00,394,336,60.1,51.3,54,55.7,48.7,53.4,53.1,54.7,49.3,4.36,2.51,0.6,5.8,94.9,100.8,338,113,108,117,2,3,5,5.7,0.31,0.46,0.76,21.7,8.7,13,23,17,3.51,2.59,57.5,2.72,2.01,57.5,2.1,2.25,48.3,0.78,0.58,0
2014-2015,5v5,ANDREJ NESTRASIL,Carolina,F(C),54,635:35:00,648,503,61.2,47.5,56.3,56.3,50.9,52.5,54.1,53.7,50.2,4.87,-3.39,3.8,3.2,96.2,99.5,568,213,151,204,5,9,14,7,0.47,0.85,1.32,66.7,23.8,42.9,21,19,1.98,1.79,52.5,1.84,2.38,43.6,2.22,2.16,50.7,0.14,-0.59,8.9
2014-2015,5v5,VALERI NICHUSHKIN,Dallas,F(RW),8,98:32:00,85,87,51.8,53,49.4,62.9,56.5,52.7,57.4,51.8,52.5,-11.1,-3.54,-3.2,3.5,95.4,98.9,106,44,26,36,0,1,1,0,0,0.61,0.61,33.3,0,33.3,3,4,1.83,2.44,42.9,2.81,2.66,51.4,2.42,1.99,54.9,-0.99,-0.23,-8.5
2014-2015,5v5,NINO NIEDERREITER,Minnesota,F(RW),80,975:07:00,885,803,54.5,49.4,52.4,53.2,54.5,49.4,54.8,54.5,50.1,1.28,-5.13,3.1,4.3,95.4,99.7,922,340,332,250,14,10,24,11.7,0.86,0.62,1.48,63.2,36.8,26.3,38,37,2.34,2.28,50.7,2.53,2.23,53.2,2.25,2.24,50.2,-0.19,0.05,-2.5
2014-2015,5v5,FRANS NIELSEN,NY Islanders,F(C),78,863:20:00,887,811,61.6,56.4,52.2,63,55.1,53.3,54.4,54,50.2,-1.31,1.3,-1.1,3.7,96.4,100.1,932,338,312,282,8,12,20,7.5,0.56,0.83,1.39,60.6,24.2,36.4,33,29,2.29,2.02,53.2,2.62,2.38,52.4,2.28,2.21,50.8,-0.32,-0.36,0.8
2014-2015,5v5,MATT NIETO,San Jose,F(LW),72,911:17:00,958,860,63.1,56.6,52.7,58.5,56.9,50.7,54.9,54.5,50.2,4.54,-0.23,2,3.4,94.4,97.9,950,359,297,294,6,13,19,5.4,0.4,0.86,1.25,57.6,18.2,39.4,33,48,2.17,3.16,40.7,2.13,2.18,49.4,2.26,2.23,50.3,0.04,0.98,-8.7
2014-2015,5v5,NIKITA NIKITIN,Edmonton,D,42,654:46:00,571,600,52.3,55,48.8,53.3,56.7,48.5,54,54.5,49.8,-0.95,-1.69,0.3,3,94.8,97.8,691,241,218,232,1,3,4,1.5,0.09,0.27,0.37,23.5,5.9,17.7,17,31,1.56,2.84,35.4,2.02,2.86,41.4,2.27,2.23,50.5,-0.46,-0.02,-6
2014-2015,5v5,MATT NISKANEN,Washington,D,82,1440:14:00,1295,1195,54,49.8,52,54.6,56.2,49.3,54.2,54.3,50,-0.64,-6.37,2.7,3.6,96.2,99.8,1378,526,409,443,2,14,16,2.4,0.08,0.58,0.67,34.8,4.4,30.4,46,45,1.92,1.88,50.6,2.76,2.04,57.5,2.22,2.25,49.7,-0.84,-0.16,-7
2014-2015,5v5,JORDAN NOLAN,Los Angeles,F(C),60,590:25:00,470,500,47.8,50.8,48.5,59,47.4,55.5,52.5,55.4,48.7,-11.27,3.38,-7,3,96,99,446,134,148,164,6,3,9,13.6,0.61,0.3,0.91,64.3,42.9,21.4,14,20,1.42,2.03,41.2,2.37,1.76,57.4,2.07,2.29,47.5,-0.94,0.27,-16.2
2014-2015,5v5,JOAKIM NORDSTROM,Chicago,F(C),38,383:05:00,324,336,50.7,52.6,49.1,59.2,52.7,52.9,55.3,54.6,50.3,-8.49,-0.05,-3.8,1.2,96.7,98,358,112,209,37,0,2,2,0,0,0.31,0.31,50,0,50,4,11,0.63,1.72,26.7,2.09,1.77,54.1,2.33,2.36,49.6,-1.46,-0.04,-27.5
2014-2015,5v5,RYAN NUGENT-HOPKINS,Edmonton,F(C),76,1158:14:00,1076,1076,55.7,55.7,50,53.2,57.9,47.9,55.3,54.5,50.4,2.52,-2.17,2.1,4.8,94.5,99.3,1098,464,243,391,19,18,37,13.9,0.98,0.93,1.92,71.2,36.5,34.6,52,59,2.69,3.06,46.9,1.92,2.76,41,2.3,2.2,51.1,0.78,0.3,5.9
2014-2015,5v5,GUSTAV NYQUIST,Detroit,F(C),82,1041:52:00,927,821,53.4,47.3,53,53.4,44.1,54.8,54.5,54.9,49.8,-0.02,3.16,-1.7,3.8,95.1,98.9,1027,363,267,397,11,14,25,8,0.63,0.81,1.44,71.4,31.4,40,35,40,2.02,2.3,46.7,2.15,1.89,53.3,2.27,2.22,50.5,-0.13,0.42,-6.6
2014-2015,5v5,ERIC NYSTROM,Nashville,F(LW),60,629:34:00,442,579,42.1,55.2,43.3,55.6,52.8,51.3,54.9,54.4,50.3,-13.49,2.41,-8,3.6,97.1,100.7,654,206,370,78,5,4,9,8.9,0.48,0.38,0.86,56.3,31.3,25,16,17,1.53,1.62,48.5,2.31,1.87,55.2,2.29,2.25,50.4,-0.79,-0.25,-6.7
2014-2015,5v5,LIAM O_BRIEN,Washington,F(C),13,97:19:00,87,74,53.6,45.6,54,53,52.6,50.2,51.6,55.6,48.2,0.69,-6.96,3.9,4.6,100,104.6,107,46,24,37,1,1,2,6.3,0.62,0.62,1.23,50,25,25,4,0,2.47,0,100,2.07,1.94,51.6,2,2.23,47.3,0.4,-1.94,48.4
2014-2015,5v5,SHANE O_BRIEN,Florida,D,9,112:09:00,79,110,42.3,58.9,41.8,53.6,52.1,50.7,52.5,57.2,47.9,-11.31,6.73,-8.9,3.8,93.6,97.4,109,36,31,42,0,1,1,0,0,0.54,0.54,33.3,0,33.3,3,7,1.61,3.75,30,2.1,2.17,49.3,2.15,2.26,48.8,-0.5,1.58,-19.3
2014-2015,5v5,ERIC O_DELL,Winnipeg,F(C),11,80:10:00,61,47,45.7,35.2,56.5,52.9,52.6,50.2,53.6,52.7,50.4,-7.26,-17.42,6.3,3.3,95.7,99,63,27,10,26,0,1,1,0,0,0.75,0.75,50,0,50,2,2,1.5,1.5,50,2.17,2.05,51.4,2.14,2.17,49.7,-0.67,-0.56,-1.4
2014-2015,5v5,RYAN O_REILLY,Colorado,F(C),82,1142:11:00,975,1129,51.2,59.3,46.3,48.5,63.6,43.3,56,54.1,50.9,2.67,-4.27,3,5.1,96.1,101.2,1130,371,428,331,12,25,37,10,0.63,1.31,1.94,74,24,50,50,44,2.63,2.31,53.2,2.28,2.5,47.7,2.36,2.22,51.5,0.34,-0.19,5.5
2014-2015,5v5,JOHNNY ODUYA,Chicago,D,76,1343:27:00,1241,1183,55.4,52.8,51.2,62,51.4,54.7,55.2,54.5,50.3,-6.57,1.45,-3.5,3.5,96.4,100,1330,460,419,451,2,8,10,2.7,0.09,0.36,0.45,22.7,4.6,18.2,44,42,1.97,1.88,51.2,2.43,1.86,56.6,2.32,2.27,50.5,-0.46,0.01,-5.4
2014-2015,5v5,JORDAN OESTERLE,Edmonton,D,6,79:09:00,68,69,51.5,52.3,49.6,50.8,58,46.7,55.8,50.4,52.5,0.75,-5.73,3,1.5,95.7,97.1,60,17,18,25,0,1,1,0,0,0.76,0.76,100,0,100,1,3,0.76,2.27,25,1.83,2.8,39.6,2.17,2.08,51.1,-1.08,-0.52,-14.6
2014-2015,5v5,KYLE OKPOSO,NY Islanders,F(RW),60,891:20:00,961,814,64.7,54.8,54.1,62.2,56.2,52.5,54.5,53.6,50.4,2.54,-1.41,1.6,4.1,95,99,804,276,178,350,11,20,31,7.9,0.74,1.35,2.09,79.5,28.2,51.3,39,41,2.63,2.76,48.8,2.67,2.26,54.1,2.28,2.17,51.2,-0.04,0.5,-5.4
2014-2015,5v5,JAMIE OLEKSIAK,Dallas,D,36,435:18:00,416,431,57.3,59.4,49.1,61.2,56.4,52.1,54.8,53.5,50.6,-3.88,3.06,-3,5.8,94.4,100.2,434,144,133,157,1,7,8,3.1,0.14,0.96,1.1,33.3,4.2,29.2,24,24,3.31,3.31,50,2.55,2.51,50.4,2.17,2.17,50,0.76,0.8,-0.4
2014-2015,5v5,DYLAN OLSEN,Florida,D,44,569:34:00,492,531,51.8,55.9,48.1,53.4,51,51.2,52.8,55.5,48.8,-1.6,4.91,-3.1,3.7,95.1,98.8,577,181,205,191,2,5,7,5,0.21,0.53,0.74,38.9,11.1,27.8,18,26,1.9,2.74,40.9,2.22,2.13,51,2.11,2.29,48.1,-0.32,0.61,-10.1
2014-2015,5v5,BROOKS ORPIK,Washington,D,78,1368:15:00,1288,1306,56.5,57.3,49.7,59.1,50.3,54,54.6,54.1,50.2,-2.58,6.99,-4.4,4.3,95.6,100,1350,511,423,416,0,16,16,0,0,0.7,0.7,28.6,0,28.6,56,57,2.46,2.5,49.6,2.35,1.88,55.5,2.24,2.23,50.1,0.1,0.62,-6
2014-2015,5v5,TJ OSHIE,St. Louis,F(C),72,1038:14:00,1008,940,58.3,54.3,51.8,54.9,52.4,51.2,55.6,54.7,50.4,3.39,1.94,0.6,5.5,95.5,101,1133,408,400,325,14,25,39,11.8,0.81,1.44,2.25,70.9,25.5,45.5,55,42,3.18,2.43,56.7,2.24,1.92,54,2.28,2.23,50.6,0.93,0.51,2.8
2014-2015,5v5,STEVE OTT,St. Louis,F(C),78,769:32:00,581,658,45.3,51.3,46.9,52.1,51.5,50.3,53.8,54.9,49.5,-6.77,-0.17,-3.4,2.6,96.4,98.9,686,227,262,197,3,8,11,6.5,0.23,0.62,0.86,73.3,20,53.3,15,24,1.17,1.87,38.5,2.23,2.03,52.4,2.16,2.23,49.2,-1.06,-0.16,-13.9
2014-2015,5v5,XAVIER OUELLET,Detroit,D,21,315:36:00,290,212,55.1,40.3,57.8,52.6,46.2,53.3,52.1,54.9,48.7,2.49,-5.91,4.5,4.8,96.2,101.1,273,89,71,113,2,1,3,8.7,0.38,0.19,0.57,21.4,14.3,7.1,14,8,2.66,1.52,63.6,1.94,2.01,49.2,2.15,2.25,49,0.72,-0.49,14.4
2014-2015,5v5,ALEX OVECHKIN,Washington,F(LW),81,1215:50:00,1276,1105,63,54.5,53.6,53.2,51.4,50.9,54.6,54.3,50.1,9.79,3.14,2.7,4.2,95.6,99.7,1227,444,328,455,20,16,36,9.2,0.99,0.79,1.78,67.9,37.7,30.2,53,49,2.62,2.42,52,2,2.03,49.5,2.24,2.25,49.9,0.62,0.38,2.4
2014-2015,5v5,MAGNUS PAAJARVI,St. Louis,F(LW),10,94:35:00,80,68,50.7,43.1,54.1,54.1,51,51.5,54,55.8,49.2,-3.38,-7.87,2.6,1.3,95.6,96.8,91,21,38,32,0,0,0,0,0,0,0,0,0,0,1,3,0.63,1.9,25,2.26,2.06,52.4,2.28,2.22,50.7,-1.63,-0.15,-27.4
2014-2015,5v5,MAX PACIORETTY,Montreal,F(LW),80,1128:45:00,1167,1099,62,58.4,51.5,52.8,57.3,48,54.3,54.2,50,9.23,1.1,3.6,4.5,97.7,102.2,1180,464,294,422,22,20,42,9.8,1.17,1.06,2.23,80.8,42.3,38.5,52,25,2.76,1.33,67.5,2.21,2.03,52.1,2.27,2.23,50.5,0.56,-0.7,15.5
2014-2015,5v5,JEAN-GABRIEL PAGEAU,Ottawa,F(C),50,584:44:00,547,510,56.1,52.3,51.8,55,55.5,49.7,53.9,55.1,49.5,1.18,-3.21,2,3.8,96.1,99.9,534,190,194,150,7,9,16,8.8,0.72,0.92,1.64,76.2,33.3,42.9,21,20,2.16,2.05,51.2,2.35,2.13,52.6,2.15,2.24,49,-0.2,-0.07,-1.3
2014-2015,5v5,DANIEL PAILLE,Boston,F(LW),71,701:47:00,543,646,46.4,55.2,45.7,52.6,53.4,49.6,53.1,54.7,49.3,-6.2,1.8,-4,2.2,96.6,98.8,574,229,179,166,5,6,11,8.3,0.43,0.51,0.94,91.7,41.7,50,12,22,1.03,1.88,35.3,2.14,1.94,52.5,2.16,2.23,49.2,-1.12,-0.06,-17.2
